Active VC,ZAWL Stock,RAS Stock,Regional stock,Plant stock,PPL,FUEL,Trim,Color,AMT/ MT,EX-SHOWROOM,Consumer Discount,Green Bonus,Existing TATA ICE user,Existing TATA EV user,Intervention,Exchange/Scrappage,Unknown w ,Unknown x,Unknown y,Unknown z ,Top 20 Corporate/Alliance,TOI/Rural govt/Top 10,Aditional discount,Final Billing Price,INSURANCE 75%,By Dealer,Self,Normal RTO,TRC,BH,TCS @ 1%,Fastag,On Road Price
54856624AJVR,,,,Yes,Punch,CNG,ACCOMPLISHED + S,Stonhenge,MT,999990,20000,0,0,0,10000,15000,0,0,0,0,0,0,,954990,35947,35000,0,106148.9386,200,15000,0,600,1147885.939
54856624AK8R,,,,,Punch,CNG,ACCOMPLISHED + S,Calypso Red,MT,999990,20000,0,0,0,10000,15000,0,0,0,0,0,0,,954990,35947,35000,0,106148.9386,200,15000,0,600,1147885.939
54856624AL3R,,Yes,Yes,Yes,Punch,CNG,ACCOMPLISHED + S,Grey,MT,999990,20000,0,0,0,10000,15000,0,0,0,0,0,0,,954990,35947,35000,0,106148.9386,200,15000,0,600,1147885.939
54857524AQJR,,Yes,Yes,,Punch,CNG,ACCOMPLISHED +,Seaweed Green DT,MT,966990,20000,0,0,0,10000,15000,0,0,0,0,0,0,,921990,35294,35000,0,102807.7375,200,15000,0,600,1110891.738
54857624AQJR,,,,Yes,Punch,CNG,ACCOMPLISHED + S,Seaweed Green DT,MT,1016990,20000,0,0,0,10000,15000,0,0,0,0,0,0,,971990,36287,35000,0,107870.2375,200,15000,10170,600,1177117.238
54854424AIJR,,Yes,Yes,,Punch,PETROL,ADV,White,MT,716990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,678990,29809,35000,0,77495.24531,200,15000,0,600,837094.2453
54854424AJVR,,,Yes,,Punch,PETROL,ADV,Stonhenge,MT,716990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,678990,29809,35000,0,77495.24531,200,15000,0,600,837094.2453
54854424AL3R,,Yes,Yes,,Punch,PETROL,ADV,Grey,MT,716990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,678990,29809,35000,0,77495.24531,200,15000,0,600,837094.2453
54854424AK8R,,,,,Punch,PETROL,ADV,Red,MT,716990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,678990,29809,35000,0,77495.24531,200,15000,0,600,837094.2453
54854524AIJR,,Yes,Yes,Yes,Punch,PETROL,ADV,White,AMT,776990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,738990,30973,35000,0,83570.2422,200,15000,0,600,904333.2422
54854524AJVR,,,,,Punch,PETROL,ADV,Stonhenge,AMT,776990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,738990,30973,35000,0,83570.2422,200,15000,0,600,904333.2422
54854524AL3R,,,Yes,,Punch,PETROL,ADV,Grey,AMT,776990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,738990,30973,35000,0,83570.2422,200,15000,0,600,904333.2422
54854524AK8R,,,,,Punch,PETROL,ADV,Red,AMT,776990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,738990,30973,35000,0,83570.2422,200,15000,0,600,904333.2422
54854624AIJR,,Yes,Yes,Yes,Punch,PETROL,ADV +,White,MT,751990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,713990,30489,35000,0,81039.00159,200,15000,0,600,876318.0016
54854624AJVR,,Yes,Yes,Yes,Punch,PETROL,ADV +,Stonhenge,MT,751990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,713990,30489,35000,0,81039.00159,200,15000,0,600,876318.0016
54854624AL3R,,Yes,Yes,Yes,Punch,PETROL,ADV +,Grey,MT,751990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,713990,30489,35000,0,81039.00159,200,15000,0,600,876318.0016
54854624AK8R,,,,Yes,Punch,PETROL,ADV +,Red,MT,751990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,713990,30489,35000,0,81039.00159,200,15000,0,600,876318.0016
54854724AIJR,,,Yes,Yes,Punch,PETROL,ADV +,White,AMT,811990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,773990,31649,35000,0,87113.96848,200,15000,0,600,943552.9685
54854724AJVR,,,Yes,Yes,Punch,PETROL,ADV +,Stonhenge,AMT,811990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,773990,31649,35000,0,87113.96848,200,15000,0,600,943552.9685
54854724AK8R,,,,Yes,Punch,PETROL,ADV +,Red,AMT,811990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,773990,31649,35000,0,87113.96848,200,15000,0,600,943552.9685
54854724AL3R,,,Yes,Yes,Punch,PETROL,ADV +,Grey,AMT,811990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,773990,31649,35000,0,87113.96848,200,15000,0,600,943552.9685
54854224AIJR,,Yes,Yes,,Punch,PETROL,PURE,White,MT,619990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,581990,27930,35000,0,67674.00863,200,15000,0,600,728394.0086
54854224AL3R,,Yes,Yes,,Punch,PETROL,PURE,Grey,MT,619990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,581990,27930,35000,0,67674.00863,200,15000,0,600,728394.0086
54854824AIJR,,Yes,Yes,Yes,Punch,PETROL,ADV S,White,MT,771990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,733990,30874,35000,0,83063.98486,200,15000,0,600,898727.9849
54854824AJVR,,,,,Punch,PETROL,ADV S,Stonhenge,MT,771990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,733990,30874,35000,0,83063.98486,200,15000,0,600,898727.9849
54854824AK8R,,,,,Punch,PETROL,ADV S,Calypso Red,MT,771990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,733990,30874,35000,0,83063.98486,200,15000,0,600,898727.9849
54854824AL3R,,Yes,Yes,Yes,Punch,PETROL,ADV S,Grey,MT,771990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,733990,30874,35000,0,83063.98486,200,15000,0,600,898727.9849
54854924AIJR,,Yes,Yes,Yes,Punch,PETROL,ADV S,White,AMT,831990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,793990,32037,35000,0,89139.0212,200,15000,0,600,965966.0212
54854924AJVR,,,,Yes,Punch,PETROL,ADV S,Stonhenge,AMT,831990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,793990,32037,35000,0,89139.0212,200,15000,0,600,965966.0212
54854924AK8R,,,,,Punch,PETROL,ADV S,Calypso Red,AMT,831990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,793990,32037,35000,0,89139.0212,200,15000,0,600,965966.0212
54854924AL3R,,,Yes,,Punch,PETROL,ADV S,Grey,AMT,831990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,793990,32037,35000,0,89139.0212,200,15000,0,600,965966.0212
54855024AIJR,,Yes,Yes,,Punch,PETROL,ADV + S,White,MT,821990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,783990,31842,35000,0,88126.50467,200,15000,0,600,954758.5047
54855024AJVR,,,Yes,,Punch,PETROL,ADV + S,Stonhenge,MT,821990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,783990,31842,35000,0,88126.50467,200,15000,0,600,954758.5047
54855024AK8R,,,,,Punch,PETROL,ADV + S,Calypso Red,MT,821990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,783990,31842,35000,0,88126.50467,200,15000,0,600,954758.5047
54855024AL3R,,Yes,Yes,,Punch,PETROL,ADV + S,Grey,MT,821990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,783990,31842,35000,0,88126.50467,200,15000,0,600,954758.5047
54855124AIJR,,,,,Punch,PETROL,ADV + S,White,AMT,881990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,843990,33005,35000,0,94201.48273,200,15000,0,600,1021996.483
54855124AJVR,,,,,Punch,PETROL,ADV + S,Stonhenge,AMT,881990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,843990,33005,35000,0,94201.48273,200,15000,0,600,1021996.483
54855124AK8R,,,,,Punch,PETROL,ADV + S,Calypso Red,AMT,881990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,843990,33005,35000,0,94201.48273,200,15000,0,600,1021996.483
54855124AL3R,,Yes,Yes,,Punch,PETROL,ADV + S,Grey,AMT,881990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,843990,33005,35000,0,94201.48273,200,15000,0,600,1021996.483
54855224AIJR,,Yes,Yes,,Punch,PETROL,Accomplished +,White,MT,841990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,803990,32230,35000,0,90151.49393,200,15000,0,600,977171.4939
54855224AJVR,,Yes,Yes,Yes,Punch,PETROL,Accomplished +,Stonhenge,MT,841990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,803990,32230,35000,0,90151.49393,200,15000,0,600,977171.4939
54855224AK8R,,,,,Punch,PETROL,Accomplished +,Calypso Red,MT,841990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,803990,32230,35000,0,90151.49393,200,15000,0,600,977171.4939
54855224AL3R,,Yes,Yes,Yes,Punch,PETROL,Accomplished +,Grey,MT,841990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,803990,32230,35000,0,90151.49393,200,15000,0,600,977171.4939
54855324AIJR,,,Yes,,Punch,PETROL,ACCOMPLISHED +,White,AMT,901990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,863990,33391,35000,0,96226.49777,200,15000,0,600,1044407.498
54855324AJVR,,Yes,Yes,,Punch,PETROL,ACCOMPLISHED +,Stonhenge,AMT,901990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,863990,33391,35000,0,96226.49777,200,15000,0,600,1044407.498
54855324AK8R,,,,,Punch,PETROL,ACCOMPLISHED +,Calypso Red,AMT,901990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,863990,33391,35000,0,96226.49777,200,15000,0,600,1044407.498
54855324AL3R,,,Yes,,Punch,PETROL,ACCOMPLISHED +,Grey,AMT,901990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,863990,33391,35000,0,96226.49777,200,15000,0,600,1044407.498
54855424AIJR,,,,Yes,Punch,PETROL,ACCOMPLISHED + S,White,MT,889990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,851990,33158,35000,0,95011.45967,200,15000,0,600,1030959.46
54855424AJVR,,,,Yes,Punch,PETROL,ACCOMPLISHED + S,Stonhenge,MT,889990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,851990,33158,35000,0,95011.45967,200,15000,0,600,1030959.46
54855424AK8R,,,,Yes,Punch,PETROL,ACCOMPLISHED + S,Calypso Red,MT,889990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,851990,33158,35000,0,95011.45967,200,15000,0,600,1030959.46
54855424AL3R,,,,Yes,Punch,PETROL,ACCOMPLISHED + S,Grey,MT,889990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,851990,33158,35000,0,95011.45967,200,15000,0,600,1030959.46
54855524AIJR,,,,Yes,Punch,PETROL,ACCOMPLISHED + S,White,AMT,949990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,911990,34321,35000,0,101086.5028,200,15000,0,600,1098197.503
54855524AJVR,,,,,Punch,PETROL,ACCOMPLISHED + S,Stonhenge,AMT,949990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,911990,34321,35000,0,101086.5028,200,15000,0,600,1098197.503
54855524AK8R,,,,Yes,Punch,PETROL,ACCOMPLISHED + S,Calypso Red,AMT,949990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,911990,34321,35000,0,101086.5028,200,15000,0,600,1098197.503
54855524AL3R,,,,Yes,Punch,PETROL,ACCOMPLISHED + S,Grey,AMT,949990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,911990,34321,35000,0,101086.5028,200,15000,0,600,1098197.503
54855624AKUR,,,,,Punch,PETROL,CREATIVE +,White DT,MT,911990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,873990,33586,35000,0,97239.01838,200,15000,0,600,1055615.018
54855624AM2R,,,,,Punch,PETROL,CREATIVE +,Blue DT,MT,911990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,873990,33586,35000,0,97239.01838,200,15000,0,600,1055615.018
54855624AMHR,,,,,Punch,PETROL,CREATIVE +,Grey DT,MT,911990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,873990,33586,35000,0,97239.01838,200,15000,0,600,1055615.018
54855624ANDR,,,,,Punch,PETROL,CREATIVE +,Mist DT,MT,911990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,873990,33586,35000,0,97239.01838,200,15000,0,600,1055615.018
54855624ANOR,,,,,Punch,PETROL,CREATIVE +,Red DT,MT,911990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,873990,33586,35000,0,97239.01838,200,15000,0,600,1055615.018
54855724AKUR,,,,,Punch,PETROL,CREATIVE +,White DT,AMT,971990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,933990,34749,35000,0,103313.9753,200,15000,0,600,1122852.975
54855724AM2R,,,,,Punch,PETROL,CREATIVE +,Blue DT,AMT,971990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,933990,34749,35000,0,103313.9753,200,15000,0,600,1122852.975
54855724AMHR,,,,,Punch,PETROL,CREATIVE +,Grey DT,AMT,971990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,933990,34749,35000,0,103313.9753,200,15000,0,600,1122852.975
54855724ANDR,,,,,Punch,PETROL,CREATIVE +,Mist DT,AMT,971990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,933990,34749,35000,0,103313.9753,200,15000,0,600,1122852.975
54855724ANOR,,,,,Punch,PETROL,CREATIVE +,Red DT,AMT,971990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,933990,34749,35000,0,103313.9753,200,15000,0,600,1122852.975
54855824AKUR,,Yes,Yes,,Punch,PETROL,CREATIVE + S,White DT,MT,956990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,918990,34456,35000,0,101795.2238,200,15000,0,600,1106041.224
54855824AM2R,,,,Yes,Punch,PETROL,CREATIVE + S,Blue DT,MT,956990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,918990,34456,35000,0,101795.2238,200,15000,0,600,1106041.224
54855824AMHR,,Yes,Yes,,Punch,PETROL,CREATIVE + S,Grey DT,MT,956990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,918990,34456,35000,0,101795.2238,200,15000,0,600,1106041.224
54855824ANDR,,Yes,Yes,,Punch,PETROL,CREATIVE + S,Mist DT,MT,956990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,918990,34456,35000,0,101795.2238,200,15000,0,600,1106041.224
54855824ANOR,,,,Yes,Punch,PETROL,CREATIVE + S,Red DT,MT,956990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,918990,34456,35000,0,101795.2238,200,15000,0,600,1106041.224
54855924AKUR,,,,Yes,Punch,PETROL,CREATIVE + S,White DT,AMT,1016990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,978990,35619,35000,0,107870.2688,200,15000,10170,600,1183449.269
54855924AM2R,,,,Yes,Punch,PETROL,CREATIVE + S,Blue DT,AMT,1016990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,978990,35619,35000,0,107870.2688,200,15000,10170,600,1183449.269
54855924AMHR,,,Yes,Yes,Punch,PETROL,CREATIVE + S,Grey DT,AMT,1016990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,978990,35619,35000,0,107870.2688,200,15000,10170,600,1183449.269
54855924ANDR,,,,Yes,Punch,PETROL,CREATIVE + S,Mist DT,AMT,1016990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,978990,35619,35000,0,107870.2688,200,15000,10170,600,1183449.269
54855924ANOR,,,,Yes,Punch,PETROL,CREATIVE + S,Red DT,AMT,1016990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,978990,35619,35000,0,107870.2688,200,15000,10170,600,1183449.269
54856724AQJR,,Yes,Yes,,Punch,PETROL,Accomplished +,Seaweed Green DT,MT,856990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,818990,32521,35000,0,91670.2375,200,15000,0,600,993981.2375
54856824AQJR,,,,,Punch,PETROL,ACCOMPLISHED +,Seaweed Green DT,AMT,916990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,878990,33682,35000,0,97745.26924,200,15000,0,600,1061217.269
54857324AQJR,,,,,Punch,PETROL,CREATIVE + S,Seaweed Green DT,MT,971990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,933990,34749,35000,0,103313.9624,200,15000,0,600,1122852.962
54857424AQJR,,Yes,Yes,Yes,Punch,PETROL,CREATIVE + S,Seaweed Green DT,AMT,1031990,10000,0,0,0,10000,15000,0,0,0,0,3000,0,,993990,35910,35000,0,109388.9933,200,15000,10320,600,1200408.993
54681224AIJR,,Yes,Yes,Yes,Punch,EV,ADV LR,Pristine White,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,51150,35000,0,2200,200,15000,12840,600,1350990
54681224AK8R,,,,Yes,Punch,EV,ADV LR,Fearless Red,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,51150,35000,0,2200,200,15000,12840,600,1350990
54681224AL3R,,Yes,Yes,,Punch,EV,ADV LR,Daytona Grey,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,51150,35000,0,2200,200,15000,12840,600,1350990
54681224AOER,,,,,Punch,EV,ADV LR,Seaweed Green,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,51150,35000,0,2200,200,15000,12840,600,1350990
54681324AOGR,,,Yes,,Punch,EV,ADV S LR,Pristine White,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,51689,35000,0,2200,200,15000,13140,600,1381829
54681324AOHR,,,,Yes,Punch,EV,ADV S LR,Fearless Red,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,51689,35000,0,2200,200,15000,13140,600,1381829
54681324AP0R,,,,,Punch,EV,ADV S LR,Seaweed Green,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,51689,35000,0,2200,200,15000,13140,600,1381829
54681324AP1R,,,Yes,,Punch,EV,ADV S LR,Daytona Grey,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,51689,35000,0,2200,200,15000,13140,600,1381829
54681524AOGR,,Yes,Yes,Yes,Punch,EV,EMP LR,Pristine White,EV,1344000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1294000,52229,35000,0,2200,200,15000,13440,600,1412669
54681524AOHR,,,,,Punch,EV,EMP LR,Fearless Red,EV,1344000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1294000,52229,35000,0,2200,200,15000,13440,600,1412669
54681524AP0R,,,,Yes,Punch,EV,EMP LR,Seaweed Green,EV,1344000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1294000,52229,35000,0,2200,200,15000,13440,600,1412669
54681524AP1R,,Yes,Yes,,Punch,EV,EMP LR,Daytona Grey,EV,1344000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1294000,52229,35000,0,2200,200,15000,13440,600,1412669
54681524APLR,,,Yes,,Punch,EV,EMP LR,Oxide Grey,EV,1344000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1294000,52229,35000,0,2200,200,15000,13440,600,1412669
54681624AOGR,,,,,Punch,EV,EMP S LR,Pristine White,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681624AOHR,,,,Yes,Punch,EV,EMP S LR,Fearless Red,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681624AP0R,,,,,Punch,EV,EMP S LR,Seaweed Green,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681624APLR,,,,,Punch,EV,EMP S LR,Oxide Grey,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681724AOGR,,,Yes,Yes,Punch,EV,EMP + LR,Pristine White,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681724AOHR,,,,,Punch,EV,EMP + LR,Fearless Red,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681724AP0R,,,,Yes,Punch,EV,EMP + LR,Seaweed Green,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681724AP1R,,,Yes,,Punch,EV,EMP + LR,Daytona Grey,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681724APLR,,,Yes,Yes,Punch,EV,EMP + LR,Oxide Grey,EV,1364000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1314000,52588,35000,0,2200,200,15000,13640,600,1433228
54681824AOGR,,,Yes,,Punch,EV,EMP + S LR,Pristine White,EV,1394000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1344000,53129,35000,0,2200,200,15000,13940,600,1464069
54681824AOHR,,,,,Punch,EV,EMP + S LR,Fearless Red,EV,1394000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1344000,53129,35000,0,2200,200,15000,13940,600,1464069
54681824AP0R,,,,,Punch,EV,EMP + S LR,Seaweed Green,EV,1394000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1344000,53129,35000,0,2200,200,15000,13940,600,1464069
54681824AP1R,,,Yes,,Punch,EV,EMP + S LR,Daytona Grey,EV,1394000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1344000,53129,35000,0,2200,200,15000,13940,600,1464069
54681824APLR,,,Yes,,Punch,EV,EMP + S LR,Oxide Grey,EV,1394000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1344000,53129,35000,0,2200,200,15000,13940,600,1464069
54682124AOGR,,,Yes,,Punch,EV,EMP,Pristine White,EV,1264000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1214000,36251,35000,0,2200,200,15000,12640,600,1315891
54682124AOHR,,,Yes,Yes,Punch,EV,EMP,Fearless Red,EV,1264000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1214000,36251,35000,0,2200,200,15000,12640,600,1315891
54682124AP1R,,,Yes,,Punch,EV,EMP,Daytona Grey,EV,1264000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1214000,36251,35000,0,2200,200,15000,12640,600,1315891
54682124APLR,,,Yes,Yes,Punch,EV,EMP,Oxide Grey,EV,1264000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1214000,36251,35000,0,2200,200,15000,12640,600,1315891
54682224AOGR,,,Yes,Yes,Punch,EV,EMP + S,Pristine White,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,37130,35000,0,2200,200,15000,13140,600,1367270
54682224AOHR,,,,Yes,Punch,EV,EMP + S,Fearless Red,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,37130,35000,0,2200,200,15000,13140,600,1367270
54682224AP0R,,,,,Punch,EV,EMP + S,Seaweed Green,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,37130,35000,0,2200,200,15000,13140,600,1367270
54682224AP1R,,,Yes,Yes,Punch,EV,EMP + S,Daytona Grey,EV,1314000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1264000,37130,35000,0,2200,200,15000,13140,600,1367270
54682424AP1R,,,Yes,,Punch,EV,ADV S,Daytona Grey,EV,1214000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1164000,35373,35000,0,2200,200,15000,12140,600,1264513
54682524AIJR,,,,,Punch,EV,ADV,Pristine White,EV,1184000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1134000,34846,35000,0,2200,200,15000,11840,600,1233686
54682524AK8R,,,,,Punch,EV,ADV,Fearless Red,EV,1184000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1134000,34846,35000,0,2200,200,15000,11840,600,1233686
54682524AL3R,,,,,Punch,EV,ADV,Daytona Grey,EV,1184000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1134000,34846,35000,0,2200,200,15000,11840,600,1233686
54682524AOER,,,,,Punch,EV,ADV,Seaweed Green,EV,1184000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1134000,34846,35000,0,2200,200,15000,11840,600,1233686
54682624AIJR,,,Yes,,Punch,EV,SMRT +,Pristine White,EV,1114000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1064000,33615,35000,0,2200,200,15000,11140,600,1161755
54682724AIJR,,,Yes,,Punch,EV,SMRT,Pristine White,EV,999000,0,20000,0,0,0,30000,0,0,0,0,0,0,,949000,31685,35000,0,2200,200,15000,0,600,1033685
54682824AOGR,,,Yes,,Punch,EV,EMP +,Pristine White,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682824AOHR,,,,,Punch,EV,EMP +,Fearless Red,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682824AP0R,,,,,Punch,EV,EMP +,Seaweed Green,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682824AP1R,,,,,Punch,EV,EMP +,Daytona Grey,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682824APLR,,,Yes,,Punch,EV,EMP +,Oxide Grey,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682924AOGR,,,,,Punch,EV,EMP S,Pristine White,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682924AOHR,,,,Yes,Punch,EV,EMP S,Fearless Red,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682924AP0R,,,,,Punch,EV,EMP S,Seaweed Green,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54682924AP1R,,,,,Punch,EV,EMP S,Daytona Grey,EV,1284000,0,20000,0,0,0,30000,0,0,0,0,0,0,,1234000,36603,35000,0,2200,200,15000,12840,600,1336443
54752023AIJR,,Yes,Yes,Yes,Tiago,Petrol,XE,Pristine White,MT,499990,0,0,0,0,0,0,0,0,0,0,5000,5000,,489990,25604,35000,0,55523.97155,200,15000,0,600,621917.9716
54752023AL3R,,Yes,Yes,Yes,Tiago,Petrol,XE,Daytona Grey,MT,499990,0,0,0,0,0,0,0,0,0,0,5000,5000,,489990,25604,35000,0,55523.97155,200,15000,0,600,621917.9716
54752223AIJR,,Yes,Yes,,Tiago,Petrol,XM,Pristine White,MT,579990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,544990,27435,35000,0,63709.92589,200,15000,0,600,686934.9259
54752223AL3R,,,Yes,,Tiago,Petrol,XM,Daytona Grey,MT,579990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,544990,27435,35000,0,63709.92589,200,15000,0,600,686934.9259
