Active VC,ZAWL Stock,RAS Stock,Regional stock,Plant stock,PPL,FUEL,Trim,Color,AMT/ MT,EX-SHOWROOM,Consumer Discount,Green Bonus,Existing TATA ICE user,Existing TATA EV user,Intervention,Exchange/Scrappage,Unknown w ,Unknown x,Unknown y,Unknown z ,Top 20 Corporate/Alliance,TOI/Rural govt/Top 10,Aditional discount,Final Billing Price,INSURANCE 75%,By Dealer,Self,Normal RTO,TRC,BH,TCS @ 1%,Fastag,On Road Price
54752223AE6R,,,Yes,,Tiago,Petrol,XM,Arizona Blue,MT,579990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,544990,27435,35000,0,63709.92589,200,15000,0,600,686934.9259
54752423AIJR,,Yes,Yes,,Tiago,Petrol,XT,Pristine White,MT,634990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,599990,28346,35000,0,69231.58569,200,15000,0,600,748367.5857
54752423AL3R,,Yes,Yes,,Tiago,Petrol,XT,Daytona Grey,MT,634990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,599990,28346,35000,0,69231.58569,200,15000,0,600,748367.5857
54752423AE6R,,,Yes,,Tiago,Petrol,XT,Arizona Blue,MT,634990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,599990,28346,35000,0,69231.58569,200,15000,0,600,748367.5857
54752423AODR,,,,,Tiago,Petrol,XT,Supernova Copper,MT,634990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,599990,28346,35000,0,69231.58569,200,15000,0,600,748367.5857
54752423ANYR,,,,,Tiago,Petrol,XT,Ocean Blue,MT,634990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,599990,28346,35000,0,69231.58569,200,15000,0,600,748367.5857
54752523AIJR,,,Yes,,Tiago,Petrol,XTA,Pristine White,AMT,689990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,654990,29403,35000,0,74797.28079,200,15000,0,600,809990.2808
54752523AL3R,,,Yes,,Tiago,Petrol,XTA,Daytona Grey,AMT,689990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,654990,29403,35000,0,74797.28079,200,15000,0,600,809990.2808
54752523AE6R,,,Yes,,Tiago,Petrol,XTA,Arizona Blue,AMT,689990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,654990,29403,35000,0,74797.28079,200,15000,0,600,809990.2808
54752523AODR,,,,,Tiago,Petrol,XTA,Supernova Copper,AMT,689990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,654990,29403,35000,0,74797.28079,200,15000,0,600,809990.2808
54752523ANYR,,,,,Tiago,Petrol,XTA,Ocean Blue,AMT,689990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,654990,29403,35000,0,74797.28079,200,15000,0,600,809990.2808
54752623AIJR,,Yes,Yes,,Tiago,Petrol,XZ,Pristine White,MT,699990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,664990,29710,35000,0,75845.00302,200,15000,0,600,821345.003
54752623AL3R,,,,Yes,Tiago,Petrol,XZ,Daytona Grey,MT,699990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,664990,29710,35000,0,75845.00302,200,15000,0,600,821345.003
54752623AE6R,,,,,Tiago,Petrol,XZ,Arizona Blue,MT,699990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,664990,29710,35000,0,75845.00302,200,15000,0,600,821345.003
54752623AODR,,,,,Tiago,Petrol,XZ,Supernova Copper,MT,699990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,664990,29710,35000,0,75845.00302,200,15000,0,600,821345.003
54752623ANYR,,,,,Tiago,Petrol,XZ,Ocean Blue,MT,699990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,664990,29710,35000,0,75845.00302,200,15000,0,600,821345.003
54752623AK9R,,,,Yes,Tiago,Petrol,XZ,Tornado Blue,MT,699990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,664990,29710,35000,0,75845.00302,200,15000,0,600,821345.003
54752723AIJR,,,Yes,Yes,Tiago,Petrol,XZA,Pristine White,AMT,754990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,719990,30758,35000,0,81408.51019,200,15000,0,600,882956.5102
54752723AL3R,,,Yes,Yes,Tiago,Petrol,XZA,Daytona Grey,AMT,754990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,719990,30758,35000,0,81408.51019,200,15000,0,600,882956.5102
54752723AE6R,,,,Yes,Tiago,Petrol,XZA,Arizona Blue,AMT,754990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,719990,30758,35000,0,81408.51019,200,15000,0,600,882956.5102
54752723AODR,,,,,Tiago,Petrol,XZA,Supernova Copper,AMT,754990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,719990,30758,35000,0,81408.51019,200,15000,0,600,882956.5102
54752723ANYR,,,,Yes,Tiago,Petrol,XZA,Ocean Blue,AMT,754990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,719990,30758,35000,0,81408.51019,200,15000,0,600,882956.5102
54752723AK9R,,Yes,Yes,Yes,Tiago,Petrol,XZA,Tornado Blue,AMT,754990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,719990,30758,35000,0,81408.51019,200,15000,0,600,882956.5102
54751623AL3R,,Yes,Yes,,Tiago,Petrol,XZ+,Daytona Grey,MT,739990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,704990,30472,35000,0,79891.08232,200,15000,0,600,866153.0823
54751623AE6R,,,,,Tiago,Petrol,XZ+,Arizona Blue,MT,739990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,704990,30472,35000,0,79891.08232,200,15000,0,600,866153.0823
54751623AODR,,,,,Tiago,Petrol,XZ+,Supernova Copper,MT,739990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,704990,30472,35000,0,79891.08232,200,15000,0,600,866153.0823
54751623AK9R,,,,Yes,Tiago,Petrol,XZ+,Tornado Blue,MT,739990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,704990,30472,35000,0,79891.08232,200,15000,0,600,866153.0823
54751623ALER,,,Yes,Yes,Tiago,Petrol,XZ+,Pristine White DT,MT,739990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,704990,30472,35000,0,79891.08232,200,15000,0,600,866153.0823
54751623AQAR,,,,Yes,Tiago,Petrol,XZ+,Ocean Blue DT,MT,739990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,704990,30472,35000,0,79891.08232,200,15000,0,600,866153.0823
54751723ALER,,,,,Tiago,Petrol,XZ NRG,Polar White,MT,729990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,694990,30280,35000,0,78879.544,200,15000,0,600,854949.544
54751723AMOR,,Yes,Yes,Yes,Tiago,Petrol,XZ NRG,Cloudy Grey,MT,729990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,694990,30280,35000,0,78879.544,200,15000,0,600,854949.544
54751723AQBR,,,,,Tiago,Petrol,XZ NRG,Supernova Copper DT,MT,729990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,694990,30280,35000,0,78879.544,200,15000,0,600,854949.544
54751723APMR,,,,,Tiago,Petrol,XZ NRG,Grassland Beige,MT,729990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,694990,30280,35000,0,78879.544,200,15000,0,600,854949.544
54752823ALER,,,,Yes,Tiago,Petrol,XZA NRG,Polar White,AMT,784990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,749990,31332,35000,0,84443.46412,200,15000,0,600,916565.4641
54752823AMOR,,,,,Tiago,Petrol,XZA NRG,Cloudy Grey,AMT,784990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,749990,31332,35000,0,84443.46412,200,15000,0,600,916565.4641
54752823AQBR,,,,,Tiago,Petrol,XZA NRG,Supernova Copper DT,AMT,784990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,749990,31332,35000,0,84443.46412,200,15000,0,600,916565.4641
54752823APMR,,,,,Tiago,Petrol,XZA NRG,Grassland Beige,AMT,784990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,749990,31332,35000,0,84443.46412,200,15000,0,600,916565.4641
54752923AIJR,,,Yes,Yes,Tiago,CNG,XE CNG,Pristine White,MT,599990,0,0,0,0,0,0,0,0,0,0,5000,5000,,589990,28023,35000,0,65648.94822,200,15000,0,600,734461.9482
54752923AL3R,,Yes,Yes,Yes,Tiago,CNG,XE CNG,Daytona Grey,MT,599990,0,0,0,0,0,0,0,0,0,0,5000,5000,,589990,28023,35000,0,65648.94822,200,15000,0,600,734461.9482
54753023AIJR,,Yes,Yes,Yes,Tiago,CNG,XM CNG,Pristine White,MT,679990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,644990,29865,35000,0,73822.14022,200,15000,0,600,799477.1402
54753023AL3R,,,Yes,Yes,Tiago,CNG,XM CNG,Daytona Grey,MT,679990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,644990,29865,35000,0,73822.14022,200,15000,0,600,799477.1402
54753023AE6R,,,Yes,Yes,Tiago,CNG,XM CNG,Arizona Blue,MT,679990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,644990,29865,35000,0,73822.14022,200,15000,0,600,799477.1402
54753123AIJR,,Yes,Yes,,Tiago,CNG,XT CNG,Pristine White,MT,734990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,699990,30809,35000,0,79351.27265,200,15000,0,600,860950.2727
54753123AL3R,,Yes,Yes,,Tiago,CNG,XT CNG,Daytona Grey,MT,734990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,699990,30809,35000,0,79351.27265,200,15000,0,600,860950.2727
54753123AE6R,,,,Yes,Tiago,CNG,XT CNG,Arizona Blue,MT,734990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,699990,30809,35000,0,79351.27265,200,15000,0,600,860950.2727
54753123AODR,,,,,Tiago,CNG,XT CNG,Supernova Copper,MT,734990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,699990,30809,35000,0,79351.27265,200,15000,0,600,860950.2727
54753123ANYR,,,Yes,Yes,Tiago,CNG,XT CNG,Ocean Blue,MT,734990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,699990,30809,35000,0,79351.27265,200,15000,0,600,860950.2727
54753223AIJR,,,Yes,Yes,Tiago,CNG,XTA CNG,Pristine White,AMT,789990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31894,35000,0,84917.74886,200,15000,0,600,922601.7489
54753223AL3R,,,Yes,Yes,Tiago,CNG,XTA CNG,Daytona Grey,AMT,789990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31894,35000,0,84917.74886,200,15000,0,600,922601.7489
54753223AE6R,,,,Yes,Tiago,CNG,XTA CNG,Arizona Blue,AMT,789990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31894,35000,0,84917.74886,200,15000,0,600,922601.7489
54753223AODR,,,,Yes,Tiago,CNG,XTA CNG,Supernova Copper,AMT,789990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31894,35000,0,84917.74886,200,15000,0,600,922601.7489
54753223ANYR,,,,,Tiago,CNG,XTA CNG,Ocean Blue,AMT,789990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31894,35000,0,84917.74886,200,15000,0,600,922601.7489
54751823AIJR,,,Yes,,Tiago,CNG,XZ CNG,Pristine White,MT,799990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,764990,32191,35000,0,85961.00666,200,15000,0,600,933942.0067
54751823AL3R,,Yes,Yes,Yes,Tiago,CNG,XZ CNG,Daytona Grey,MT,799990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,764990,32191,35000,0,85961.00666,200,15000,0,600,933942.0067
54751823AE6R,,,,,Tiago,CNG,XZ CNG,Arizona Blue,MT,799990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,764990,32191,35000,0,85961.00666,200,15000,0,600,933942.0067
54751823AODR,,,,,Tiago,CNG,XZ CNG,Supernova Copper,MT,799990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,764990,32191,35000,0,85961.00666,200,15000,0,600,933942.0067
54751823ANYR,,,,,Tiago,CNG,XZ CNG,Ocean Blue,MT,799990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,764990,32191,35000,0,85961.00666,200,15000,0,600,933942.0067
54751823AK9R,,,,,Tiago,CNG,XZ CNG,Tornado Blue,MT,799990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,764990,32191,35000,0,85961.00666,200,15000,0,600,933942.0067
54753323AIJR,,,Yes,Yes,Tiago,CNG,XZA CNG,Pristine White,AMT,854990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,819990,32891,35000,0,89418.79204,200,15000,0,600,993099.792
54753323AL3R,,,Yes,Yes,Tiago,CNG,XZA CNG,Daytona Grey,AMT,854990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,819990,32891,35000,0,89418.79204,200,15000,0,600,993099.792
54753323AE6R,,,Yes,Yes,Tiago,CNG,XZA CNG,Arizona Blue,AMT,854990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,819990,32891,35000,0,89418.79204,200,15000,0,600,993099.792
54753323AODR,,,,,Tiago,CNG,XZA CNG,Supernova Copper,AMT,854990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,819990,32891,35000,0,89418.79204,200,15000,0,600,993099.792
54753323ANYR,,,,Yes,Tiago,CNG,XZA CNG,Ocean Blue,AMT,854990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,819990,32891,35000,0,89418.79204,200,15000,0,600,993099.792
54753323AK9R,,,,,Tiago,CNG,XZA CNG,Tornado Blue,AMT,854990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,819990,32891,35000,0,89418.79204,200,15000,0,600,993099.792
54751923ALER,,Yes,Yes,,Tiago,CNG,XZ NRG CNG,Polar White,MT,829990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,794990,32777,35000,0,88996.20804,200,15000,0,600,967563.208
54751923AMOR,,,,,Tiago,CNG,XZ NRG CNG,Cloudy Grey,MT,829990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,794990,32777,35000,0,88996.20804,200,15000,0,600,967563.208
54753423ALER,,,,,Tiago,CNG,XZA NRG CNG,Polar White,AMT,884990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,849990,33855,35000,0,94561.20728,200,15000,0,600,1029206.207
54753423AMOR,,,,,Tiago,CNG,XZA NRG CNG,Cloudy Grey,AMT,884990,10000,0,0,0,0,15000,0,0,0,0,5000,5000,,849990,33855,35000,0,94561.20728,200,15000,0,600,1029206.207
54846125AIJR,,,Yes,Yes,Tigor,Petrol,XM,Pristine White,MT,599990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,559990,27541,35000,0,65648.99096,200,15000,0,600,703979.991
54846125AL3R,,,Yes,Yes,Tigor,Petrol,XM,Daytona Grey,MT,599990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,559990,27541,35000,0,65648.99096,200,15000,0,600,703979.991
54844625AIJR,,,Yes,Yes,Tigor,Petrol,XT,Pristine White,MT,679990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,639990,29331,35000,0,73822.12292,200,15000,0,600,793943.1229
54844625AL3R,,,Yes,Yes,Tigor,Petrol,XT,Daytona Grey,MT,679990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,639990,29331,35000,0,73822.12292,200,15000,0,600,793943.1229
54844725AIJR,,,,,Tigor,Petrol,XTA,Pristine White,AMT,734990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,694990,30377,35000,0,79385.32464,200,15000,0,600,855552.3246
54844725AL3R,,,,,Tigor,Petrol,XTA,Daytona Grey,AMT,734990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,694990,30377,35000,0,79385.32464,200,15000,0,600,855552.3246
54844825AIJR,,,Yes,Yes,Tigor,Petrol,XZ,Pristine White,MT,739990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,699990,30472,35000,0,79891.06089,200,15000,0,600,861153.0609
54844825AL3R,,,Yes,Yes,Tigor,Petrol,XZ,Daytona Grey,MT,739990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,699990,30472,35000,0,79891.06089,200,15000,0,600,861153.0609
54844925AIJR,,,,,Tigor,Petrol,XZA,Pristine White,AMT,794990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31525,35000,0,85455.15868,200,15000,0,600,922770.1587
54844925AL3R,,,,Yes,Tigor,Petrol,XZA,Daytona Grey,AMT,794990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31525,35000,0,85455.15868,200,15000,0,600,922770.1587
54844925AE6R,,,,Yes,Tigor,Petrol,XZA,Arizona Blue,AMT,794990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,754990,31525,35000,0,85455.15868,200,15000,0,600,922770.1587
54845025AIJR,,,Yes,Yes,Tigor,Petrol,XZ+,Pristine White,MT,799990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,759990,31618,35000,0,85961.00239,200,15000,0,600,928369.0024
54845025AL3R,,,,Yes,Tigor,Petrol,XZ+,Daytona Grey,MT,799990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,759990,31618,35000,0,85961.00239,200,15000,0,600,928369.0024
54845025AODR,,,,Yes,Tigor,Petrol,XZ+,Supernova Copper,MT,799990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,759990,31618,35000,0,85961.00239,200,15000,0,600,928369.0024
54845025AE6R,,,,Yes,Tigor,Petrol,XZ+,Arizona Blue,MT,799990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,759990,31618,35000,0,85961.00239,200,15000,0,600,928369.0024
54845025ALYR,,,,Yes,Tigor,Petrol,XZ+,Meteor Bronze,MT,799990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,759990,31618,35000,0,85961.00239,200,15000,0,600,928369.0024
54845125AIJR,,,,Yes,Tigor,Petrol,XZA+,Pristine White,AMT,854990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,814990,32670,35000,0,91525.71058,200,15000,0,600,989985.7106
54845125AL3R,,,,Yes,Tigor,Petrol,XZA+,Daytona Grey,AMT,854990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,814990,32670,35000,0,91525.71058,200,15000,0,600,989985.7106
54845125AODR,,,,Yes,Tigor,Petrol,XZA+,Supernova Copper,AMT,854990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,814990,32670,35000,0,91525.71058,200,15000,0,600,989985.7106
54845125AE6R,,,,Yes,Tigor,Petrol,XZA+,Arizona Blue,AMT,854990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,814990,32670,35000,0,91525.71058,200,15000,0,600,989985.7106
54845125ALYR,,,Yes,Yes,Tigor,Petrol,XZA+,Meteor Bronze,AMT,854990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,814990,32670,35000,0,91525.71058,200,15000,0,600,989985.7106
54844525AIJR,,,Yes,Yes,Tigor,Petrol,XZ+LUX,Pristine White,MT,849990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,809990,32383,35000,0,90961.4875,200,15000,0,600,984134.4875
54844525AL3R,,,Yes,Yes,Tigor,Petrol,XZ+LUX,Daytona Grey,MT,849990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,809990,32383,35000,0,90961.4875,200,15000,0,600,984134.4875
54844525AODR,,,,Yes,Tigor,Petrol,XZ+LUX,Supernova Copper,MT,849990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,809990,32383,35000,0,90961.4875,200,15000,0,600,984134.4875
54844525AE6R,,,,Yes,Tigor,Petrol,XZ+LUX,Arizona Blue,MT,849990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,809990,32383,35000,0,90961.4875,200,15000,0,600,984134.4875
54844525ALYR,,,Yes,Yes,Tigor,Petrol,XZ+LUX,Meteor Bronze,MT,849990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,809990,32383,35000,0,90961.4875,200,15000,0,600,984134.4875
54845225AIJR,,,Yes,Yes,Tigor,CNG,XT CNG,Pristine White,MT,779990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,739990,31801,35000,0,83937.62469,200,15000,0,600,906528.6247
54845225AL3R,,,Yes,Yes,Tigor,CNG,XT CNG,Daytona Grey,MT,779990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,739990,31801,35000,0,83937.62469,200,15000,0,600,906528.6247
54845325AIJR,,,Yes,Yes,Tigor,CNG,XZ CNG,Pristine White,MT,839990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,799990,32974,35000,0,90008.05442,200,15000,0,600,973772.0544
54845325AL3R,,,Yes,,Tigor,CNG,XZ CNG,Daytona Grey,MT,839990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,799990,32974,35000,0,90008.05442,200,15000,0,600,973772.0544
54845325AE6R,,,,Yes,Tigor,CNG,XZ CNG,Arizona Blue,MT,839990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,799990,32974,35000,0,90008.05442,200,15000,0,600,973772.0544
54845425AIJR,,,Yes,Yes,Tigor,CNG,XZA CNG,Pristine White,AMT,894990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,854990,34053,35000,0,95573.09667,200,15000,0,600,1035416.097
54845425AL3R,,,,,Tigor,CNG,XZA CNG,Daytona Grey,AMT,894990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,854990,34053,35000,0,95573.09667,200,15000,0,600,1035416.097
54845425AE6R,,,,Yes,Tigor,CNG,XZA CNG,Arizona Blue,AMT,894990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,854990,34053,35000,0,95573.09667,200,15000,0,600,1035416.097
54845525AIJR,,,Yes,Yes,Tigor,CNG,XZ+ CNG,Pristine White,MT,899990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,859990,34149,35000,0,96079.01624,200,15000,0,600,1041018.016
54845525AL3R,,,Yes,Yes,Tigor,CNG,XZ+ CNG,Daytona Grey,MT,899990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,859990,34149,35000,0,96079.01624,200,15000,0,600,1041018.016
54845525AODR,,,,,Tigor,CNG,XZ+ CNG,Supernova Copper,MT,899990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,859990,34149,35000,0,96079.01624,200,15000,0,600,1041018.016
54845525AE6R,,,,,Tigor,CNG,XZ+ CNG,Arizona Blue,MT,899990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,859990,34149,35000,0,96079.01624,200,15000,0,600,1041018.016
54845525ALYR,,,,,Tigor,CNG,XZ+ CNG,Meteor Bronze,MT,899990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,859990,34149,35000,0,96079.01624,200,15000,0,600,1041018.016
54845725AIJR,,,,Yes,Tigor,CNG,XZA+ CNG,Pristine White,AMT,954990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,914990,35229,35000,0,101644.5404,200,15000,0,600,1102663.54
54845725AL3R,,,,Yes,Tigor,CNG,XZA+ CNG,Daytona Grey,AMT,954990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,914990,35229,35000,0,101644.5404,200,15000,0,600,1102663.54
54845725AODR,,,,Yes,Tigor,CNG,XZA+ CNG,Supernova Copper,AMT,954990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,914990,35229,35000,0,101644.5404,200,15000,0,600,1102663.54
54845725AE6R,,,,Yes,Tigor,CNG,XZA+ CNG,Arizona Blue,AMT,954990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,914990,35229,35000,0,101644.5404,200,15000,0,600,1102663.54
54845725ALYR,,,,,Tigor,CNG,XZA+ CNG,Meteor Bronze,AMT,954990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,914990,35229,35000,0,101644.5404,200,15000,0,600,1102663.54
54845625AIJR,,,,,Tigor,CNG,XZ+LUX CNG,Pristine White,MT,949990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,909990,34959,35000,0,101086.4875,200,15000,0,600,1096835.488
54845625AL3R,,,Yes,,Tigor,CNG,XZ+LUX CNG,Daytona Grey,MT,949990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,909990,34959,35000,0,101086.4875,200,15000,0,600,1096835.488
54845625AODR,,,,Yes,Tigor,CNG,XZ+LUX CNG,Supernova Copper,MT,949990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,909990,34959,35000,0,101086.4875,200,15000,0,600,1096835.488
54845625AE6R,,,,Yes,Tigor,CNG,XZ+LUX CNG,Arizona Blue,MT,949990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,909990,34959,35000,0,101086.4875,200,15000,0,600,1096835.488
54845625ALYR,,,,Yes,Tigor,CNG,XZ+LUX CNG,Meteor Bronze,MT,949990,15000,0,0,0,0,15000,0,0,0,0,5000,5000,,909990,34959,35000,0,101086.4875,200,15000,0,600,1096835.488
54640825AIJR,,Yes,Yes,Yes,Nexon,Petrol,Smart,PRISTIN_WHTE,MT,799990,15000,0,0,0,0,15000,0,0,0,0,0,0,,769990,31413,35000,0,85898.96404,200,15000,0,600,938101.964
54640825AL3R,,Yes,Yes,,Nexon,Petrol,Smart,DAYTONA_GREY,MT,799990,15000,0,0,0,0,15000,0,0,0,0,0,0,,769990,31413,35000,0,85898.96404,200,15000,0,600,938101.964
54640226AIJR,,,Yes,Yes,Nexon,Diesel,Smart +,PRISTIN_WHTE,MT,999990,15000,0,0,0,0,30000,0,0,0,0,0,0,,954990,37417,35000,0,140898.6275,200,15000,0,600,1184105.628
54640226AL3R,,Yes,Yes,,Nexon,Diesel,Smart +,DAYTONA_GREY,MT,999990,15000,0,0,0,0,30000,0,0,0,0,0,0,,954990,37417,35000,0,140898.6275,200,15000,0,600,1184105.628
54640226AM3R,,Yes,Yes,Yes,Nexon,Diesel,Smart +,ROYALE_BLUE,MT,999990,15000,0,0,0,0,30000,0,0,0,0,0,0,,954990,37417,35000,0,140898.6275,200,15000,0,600,1184105.628
54640226ANLR,,,,,Nexon,Diesel,Smart +,GRSLAND_BEIG,MT,999990,15000,0,0,0,0,30000,0,0,0,0,0,0,,954990,37417,35000,0,140898.6275,200,15000,0,600,1184105.628
54649725AIJR,,Yes,Yes,,Nexon,Petrol,Smart +,PRISTIN_WHTE,MT,889990,15000,0,0,0,0,15000,0,0,0,0,0,0,,859990,33158,35000,0,95011.45215,200,15000,0,600,1038959.452
54649725AL3R,,Yes,Yes,,Nexon,Petrol,Smart +,DAYTONA_GREY,MT,889990,15000,0,0,0,0,15000,0,0,0,0,0,0,,859990,33158,35000,0,95011.45215,200,15000,0,600,1038959.452
54649725AM3R,,Yes,Yes,,Nexon,Petrol,Smart +,ROYALE_BLUE,MT,889990,15000,0,0,0,0,15000,0,0,0,0,0,0,,859990,33158,35000,0,95011.45215,200,15000,0,600,1038959.452
54649725ANLR,,,,Yes,Nexon,Petrol,Smart +,GRSLAND_BEIG,MT,889990,15000,0,0,0,0,15000,0,0,0,0,0,0,,859990,33158,35000,0,95011.45215,200,15000,0,600,1038959.452
54640826AIJR,,Yes,Yes,,Nexon,Petrol,Smart +,PRISTIN_WHTE,AMT,959990,15000,0,0,0,0,15000,0,0,0,0,0,0,,929990,34515,35000,0,102099.0206,200,15000,0,600,1117404.021
54640826AL3R,,Yes,Yes,,Nexon,Petrol,Smart +,DAYTONA_GREY,AMT,959990,15000,0,0,0,0,15000,0,0,0,0,0,0,,929990,34515,35000,0,102099.0206,200,15000,0,600,1117404.021
